20;81398815
21;33405504
22;35309879
23;32728299
24;36302732
25;45244320
26;40768157
27;48423815
28;49059394
29;54366160
30;55020717
31;41760379
32;59503435
33;39896386
34;38788694
35;37127611
36;42404739
37;49286312
38;45966326
39;47398215
40;54268640
41;58228888
42;58938491
43;61747224
44;60594998
45;65379182
46;65173654
47;92937162
48;95313754
49;81576572
50;82556241
51;88167709
52;94658930
53;86763946
54;100506783
55;99589721
56;109925146
57;112128901
58;105865786
59;116905231
60;126304921
61;116290058
62;134062809
63;115207521
64;143250645
65;169149161
66;171405733
67;60314699
68;44175382
69;50963545
70;49332983
71;55260649
72;58012525
73;53495063
74;63361168
75;58718195
76;59078367
77;57752398
78;74085160
79;68987027
80;75132883
81;81836738
82;80021874
83;73230745
84;79147162
85;80706341
86;82636278
87;71824766
88;87812692
89;85187751
90;108058935
91;104661490
92;89674407
93;87247883
94;98236211
95;114464806
96;95932894
97;103405234
98;95551689
99;106640716
100;110718782
101;107786760
102;112601997
103;110585913
104;117551735
105;124305663
106;114500574
107;182191332
108;147054233
109;150565127
110;157588569
111;141072996
112;141921169
113;140761375
114;139385036
115;161952156
116;175450306
117;156373678
118;164297699
119;183211827
120;163183039
121;150071916
122;189542625
123;171000057
124;184496151
125;245684166
126;214726653
127;241380016
128;230528652
129;194350171
130;202647543
131;215069796
132;181989665
133;207955998
134;222722146
135;228407913
136;254594885
137;211071454
138;234510823
139;218608237
140;205491907
141;201897313
142;235285997
143;275446136
144;245551631
145;237832057
146;306882892
147;273375297
148;280159651
149;311687422
150;275140874
151;229138275
152;243101421
153;318078576
154;272521890
155;260891743
156;288527697
157;269233966
158;334784648
159;248575675
160;261035701
161;286327247
162;333631219
163;344252351
164;383612022
165;356123013
166;409500967
167;348870786
168;350295745
169;297660023
170;329235297
171;309565382
172;308406496
173;353075538
174;329097140
175;357486337
176;402277505
177;368402643
178;362633464
179;402647214
180;340693475
181;359290469
182;412741874
183;422597994
184;377421233
185;378533551
186;358345585
187;465779727
188;455465266
189;379717204
