#vecindario solucionInicial cantNodos cantColores conflictos tiempoEnMS
3 2 5 10 1 0
3 2 6 10 1 0
3 2 7 10 1 0
3 2 8 10 1 0
3 2 9 10 1 0
3 2 10 10 1 0
3 2 11 10 1 0
3 2 12 10 1 0
3 2 13 10 1 0
3 2 14 10 1 0
3 2 15 10 1 0
3 2 16 10 1 0
3 2 17 10 1 0
3 2 18 10 1 0
3 2 19 10 1 0
3 2 20 10 1 0
3 2 21 10 2 0
3 2 22 10 2 0
3 2 23 10 4 0
3 2 24 10 1 0
3 2 25 10 1 0
